8800	-0.3	0.79
8810	-0.34	0.79
8820	-0.61	0.79
8830	-0.79	0.79
8840	-0.86	0.79
8850	-0.91	0.79
8860	-0.57	0.79
8870	-0.27	0.79
8880	-0.23	0.79
8890	-0.35	0.79
8900	-0.4	0.79
8910	-0.29	0.79
8920	-0.42	0.79
8930	-0.39	0.79
8940	-0.31	0.79
8950	-0.51	0.79
8960	-0.38	0.79
8970	-0.21	0.79
8980	-0.15	0.79
8990	-0.08	0.79
9000	-0.22	0.79
9010	-0.2	0.79
9020	-0.32	0.79
9030	-0.72	0.79
9040	-0.61	0.79
9050	-0.56	0.79
9060	-0.45	0.79
9070	-0.23	0.79
9080	-0.19	0.79
9090	-0.01	0.79
9100	0.15	0.79
9110	0	0.79
9120	-0.37	0.79
9130	-0.39	0.79
9140	-0.25	0.79
9150	-0.27	0.79
9160	-0.49	0.79
9170	-0.48	0.79
9180	-0.51	0.79
9190	-0.39	0.79
9200	-0.06	0.79
9210	-0.08	0.79
9220	0.04	0.79
9230	0.13	0.79
9240	0.15	0.79
9250	0.04	0.79
9260	-0.02	0.79
9270	0.09	0.79
9280	0.19	0.79
9290	-0.12	0.79
9300	-0.24	0.79
9310	-0.26	0.79
9320	-0.36	0.79
9330	-0.44	0.79
9340	-0.23	0.79
9350	-0.3	0.79
9360	-0.52	0.79
9370	-0.42	0.79
9380	-0.34	0.79
9390	-0.33	0.79
9400	-0.36	0.79
9410	-0.31	0.79
9420	-0.2	0.79
9430	-0.17	0.79
9440	-0.07	0.79
9450	0.03	0.79
9460	-0.11	0.79
9470	-0.13	0.79
9480	-0.08	0.79
9490	-0.07	0.79
9500	-0.4	0.79
9510	-0.53	0.79
9520	-0.48	0.79
9530	-0.26	0.79
9540	-0.08	0.79
9550	-0.09	0.79
9560	-0.1	0.79
9570	-0.28	0.79
9580	-0.42	0.79
9590	-0.21	0.79
9600	-0.3	0.79
9610	-0.12	0.79
9620	0.02	0.79
9630	0.08	0.79
9640	-0.06	0.79
9650	-0.03	0.79
9660	-0.22	0.79
9670	-0.21	0.79
9680	-0.25	0.79
9690	-0.3	0.79
9700	-0.25	0.79
9710	-0.35	0.79
9720	-0.53	0.79
9730	-0.46	0.79
9740	-0.36	0.79
9750	-0.15	0.79
9760	-0.16	0.79
9770	-0.21	0.79
9780	-0.03	0.79
9790	-0.08	0.79
9800	-0.18	0.79
9810	-0.26	0.79
9820	-0.23	0.79
9830	-0.33	0.79
9840	-0.21	0.79
9850	-0.16	0.79
9860	-0.05	0.79
9870	-0.11	0.79
9880	-0.21	0.79
9890	-0.26	0.79
9900	-0.29	0.79
9910	-0.17	0.79
9920	-0.15	0.79
9930	0.1	0.79
9940	0.21	0.79
9950	-0.07	0.79
9960	-0.21	0.79
9970	-0.22	0.79
9980	-0.26	0.79
9990	-0.3	0.79
10000	-0.32	0.79
10010	-0.3	0.79
10020	-0.19	0.79
10030	-0.24	0.79
10040	-0.25	0.79
10050	-0.13	0.79
10060	-0.39	0.79
10070	-0.37	0.79
10080	-0.3	0.79
10090	-0.31	0.79
10100	-0.24	0.79
10110	-0.34	0.79
10120	-0.56	0.79
10130	-0.44	0.79
10140	-0.14	0.79
10150	-0.15	0.79
10160	0.03	0.79
10170	0.42	0.79
10180	0.41	0.79
10190	0.42	0.79
10200	0.02	0.79
10210	-0.27	0.79
10220	-0.41	0.79
10230	-0.15	0.79
10240	0.04	0.79
10250	0.1	0.79
10260	-0.15	0.79
10270	-0.09	0.79
10280	-0.04	0.79
10290	0	0.79
10300	-0.07	0.79
10310	-0.27	0.79
10320	-0.1	0.79
10330	0.03	0.79
10340	0.01	0.79
10350	-0.05	0.79
10360	-0.19	0.79
10370	-0.17	0.79
10380	-0.19	0.79
10390	-0.36	0.79
10400	-0.35	0.79
10410	-0.24	0.79
10420	-0.34	0.79
10430	-0.27	0.79
10440	-0.25	0.79
10450	-0.19	0.79
10460	-0.21	0.79
10470	-0.44	0.79
10480	-0.4	0.79
10490	0.01	0.79
10500	0.13	0.79
10510	0.04	0.79
10520	-0.02	0.79
10530	0.01	0.79
10540	0.15	0.79
10550	-0.01	0.79
10560	0.09	0.79
10570	0.43	0.79
10580	0.46	0.79
10590	0.31	0.79
10600	-0.09	0.79
10610	-0.18	0.79
10620	-0.33	0.79
10630	-0.35	0.79
10640	-0.22	0.79
10650	-0.3	0.79
10660	-0.35	0.79
10670	-0.32	0.79
10680	-0.54	0.79
10690	-0.54	0.79
10700	-0.35	0.79
10710	-0.14	0.79
10720	-0.15	0.79
10730	-0.17	0.79
10740	-0.1	0.79
10750	-0.18	0.79
10760	-0.12	0.79
10770	-0.18	0.79
10780	-0.11	0.79
10790	0	0.79
10800	-0.16	0.79
10810	-0.2	0.79
10820	-0.16	0.79
10830	-0.11	0.79
10840	-0.3	0.79
10850	-0.36	0.79
10860	-0.39	0.79
10870	-0.24	0.79
10880	-0.19	0.79
10890	-0.19	0.79
10900	-0.21	0.79
10910	-0.3	0.79
10920	-0.36	0.79
10930	-0.26	0.79
10940	-0.19	0.79
10950	-0.08	0.79
10960	-0.1	0.79
10970	-0.27	0.79
10980	-0.28	0.79
10990	0	0.79
11000	0.13	0.79
11010	0.14	0.79
11020	0	0.79
11030	-0.21	0.79
11040	-0.54	0.79
11050	-0.67	0.79
11060	-0.64	0.79
11070	-0.57	0.79
11080	-0.48	0.79
11090	-0.25	0.79
11100	-0.24	0.79
11110	-0.17	0.79
11120	-0.08	0.79
11130	-0.17	0.79
11140	-0.13	0.79
11150	-0.07	0.79
11160	-0.14	0.79
11170	-0.21	0.79
11180	-0.12	0.79
11190	-0.2	0.79
11200	-0.2	0.79
11210	-0.12	0.79
11220	-0.11	0.79
11230	-0.11	0.79
11240	0.03	0.79
11250	-0.05	0.79
11260	-0.13	0.79
11270	-0.05	0.79
11280	0.01	0.79
11290	-0.05	0.79
11300	-0.25	0.79
11310	-0.24	0.79
11320	-0.12	0.79
11330	-0.34	0.79
11340	-0.38	0.79
11350	-0.3	0.79
11360	-0.22	0.79
11370	-0.2	0.79
11380	-0.23	0.79
11390	-0.18	0.79
11400	-0.01	0.79
11410	-0.14	0.79
11420	-0.26	0.79
11430	-0.45	0.79
11440	-0.42	0.79
11450	-0.4	0.79
11460	-0.51	0.79
11470	-0.62	0.79
11480	-0.65	0.79
11490	-0.29	0.79
11500	-0.28	0.79
11510	-0.11	0.79
11520	0.24	0.79
11530	0.55	0.79
11540	0.8	0.79
11550	0.56	0.79
11560	0.27	0.79
11570	0.03	0.79
11580	0.19	0.79
11590	0.05	0.79
11600	0.02	0.79
11610	-0.1	0.79
11620	-0.26	0.79
11630	-0.23	0.79
11640	-0.4	0.79
11650	-0.38	0.79
11660	-0.37	0.79
11670	-0.36	0.79
11680	-0.23	0.79
11690	-0.23	0.79
11700	-0.18	0.79
11710	-0.14	0.79
11720	-0.11	0.79
11730	-0.14	0.79
11740	-0.26	0.79
11750	-0.27	0.79
11760	-0.21	0.79
11770	-0.31	0.79
11780	-0.37	0.79
11790	-0.35	0.79
11800	-0.23	0.79
11810	-0.35	0.79
11820	-0.47	0.79
11830	-0.48	0.79
11840	-0.42	0.79
11850	-0.48	0.79
11860	-0.6	0.79
11870	-0.57	0.79
11880	-0.62	0.79
11890	-0.83	0.79
11900	-0.72	0.79
11910	-0.89	0.79
11920	-0.8	0.79
11930	-0.68	0.79
11940	-0.59	0.79
11950	-0.58	0.79
11960	-0.63	0.79
11970	-0.78	0.79
11980	-0.87	0.79
11990	-0.67	0.79
12000	-0.68	0.79
12010	-0.82	0.79
12020	-0.98	0.79
12030	-1.11	0.79
12040	-1.21	0.79
12050	-1.32	0.79
12060	-1.11	0.79
12070	-0.95	0.79
12080	-1.04	0.79
12090	-0.99	0.79
12100	-1.13	0.79
12110	-1.17	0.79
12120	-1.21	0.79
12130	-1.12	0.79
12140	-1.06	0.79
12150	-1.16	0.79
12160	-1.24	0.79
12170	-1.45	0.79
12180	-1.42	0.79
12190	-1.42	0.79
12200	-1.67	0.79
12210	-1.93	0.79
12220	-1.92	0.79
