#Age	d18O
#(yr BP)	(‰)
12594.2	-46.08
12607.6	-46.08
12620.9	-46.28
12633.7	-46.23
12647.2	-46.66
12660.9	-46.95
12674.6	-46.66
12687.6	-45.05
12701.0	-45.63
12715.1	-46.54
12730.0	-46.28
12744.8	-46.49
12758.1	-47.05
12770.8	-46.86
12783.4	-46.04
12798.7	-46.43
12813.7	-45.85
12827.4	-46.3
12841.1	-46.52
12855.5	-48.14
12870.5	-46.57
12886.8	-45.74
12903.2	-45.74
12918.6	-45.94
12932.9	-46.31
12947.7	-46.53
12960.5	-46.75
12974.3	-46.62
12989.0	-46.68
13004.1	-47.73
13019.2	-47.06
13034.0	-47.14
13049.8	-46.15
13064.8	-47.27
13079.7	-46.47
13093.7	-46.99
13107.7	-46.46
13121.7	-46.79
13135.9	-46.54
13149.1	-46.83
13162.5	-47.11
13176.7	-47.43
13192.3	-46.53
13207.0	-45.22
13220.7	-46.1
13234.3	-46.68
13246.9	-46.39
13258.5	-46.21
13270.2	-46.24
13282.7	-46.58
13296.1	-46.36
13309.4	-45.76
13323.6	-46.04
13337.6	-45.76
13351.7	-45.72
13366.3	-46.67
13381.5	-46.64
13394.4	-46.72
13407.6	-46.22
13423.1	-47.03
13438.0	-46.21
13451.7	-46.72
13465.6	-46.46
13479.5	-46.84
13493.8	-46.78
13509.8	-47.1
13524.5	-46.53
13538.5	-46.83
13551.8	-45.81
13565.2	-45.38
13578.7	-45.47
13592.3	-46.39
13607.3	-46.79
13622.6	-46.1
13636.7	-47.23
13650.4	-47.39
13663.9	-46.59
13677.4	-46.41
13692.4	-47.63
13707.2	-46.53
13721.1	-47.04
13734.9	-46.51
13748.7	-47.02
13762.6	-47.01
13777.2	-46.27
13791.5	-47.08
13805.2	-46.69
13819.1	-45.65
13833.5	-46.92
13849.5	-47.03
13863.4	-47.01
13878.6	-47.43
13893.6	-48.33
13908.1	-47.92
13921.5	-46.87
13933.9	-47.58
13948.1	-45.37
13962.4	-47.26
13976.9	-46.41
13991.4	-46.57
14005.3	-45.77
14018.7	-46.01
14032.0	-46.32
14046.0	-45.96
14060.8	-47.17
14075.7	-47.34
14089.7	-45.98
14103.3	-46.87
14117.0	-47.13
14130.7	-47.31
14145.2	-45.47
14159.6	-46.88
14173.6	-45.37
14187.0	-46.4
14200.4	-45.76
14214.4	-47.16
14229.1	-47.34
14243.7	-45.45
14257.5	-45.26
14270.7	-46.34
14283.8	-45.4
14297.0	-46.54
14310.5	-44.93
14323.9	-46.26
14337.2	-44.64
14350.1	-46.06
14363.0	-46.08
14376.2	-46.35
14389.9	-45.61
14403.6	-46.61
14417.5	-46.93
14431.7	-45.58
14445.8	-47.02
14459.7	-45.96
14473.3	-46.13
14486.0	-46.34
14499.0	-46.9
14513.4	-47.14
14528.0	-46.67
14542.3	-46.07
14556.0	-46.64
14569.7	-45.85
14582.8	-45.57
14594.1	-45.37
14605.5	-45.55
14617.6	-46.56
14630.5	-44.85
14643.5	-46.91
14656.4	-45.67
14669.2	-46.17
14682.0	-45.79
14695.0	-45.77
14708.0	-45.8
14721.0	-46.71
14734.3	-46.54
14748.4	-46.19
14761.8	-46.59
14775.0	-46.26
14787.0	-46.78
14798.2	-45.7
14811.5	-45.32
14823.3	-46.16
14835.1	-46.85
14846.7	-45.46
14858.0	-45.14
14869.4	-46.79
14881.3	-47.59
14896.1	-46.57
14907.0	-45.84
14919.3	-46.13
14931.3	-46.34
14942.4	-46.23
14953.7	-46.72
14966.2	-45.99
14978.7	-46.64
14991.3	-47.13
15004.0	-46.51
15016.7	-46.02
15028.8	-45.4
15040.2	-45.67
15051.7	-46.03
15064.5	-46.46
15077.8	-46.46
15091.1	-46.32
15104.4	-46.26
15117.8	-47.04
15131.2	-47.06
15144.9	-47.39
15158.9	-46.87
15171.8	-47.13
15183.9	-46.32
15196.4	-46.71
15210.0	-46.14
15224.3	-46.91
15238.7	-47.14
15253.0	-47.35
15267.0	-46.48
15280.4	-46.07
15293.4	-47.07
15306.4	-46.56
15319.5	-46.72
15332.7	-46.48
15345.9	-46.78
15359.0	-46.08
15372.2	-46.86
15385.0	-46.85
15397.6	-45.64
15410.2	-46.58
15423.0	-46.91
15436.2	-45.84
15449.3	-46.86
15463.1	-46.72
15477.7	-47.7
15492.2	-47.19
15506.4	-47.02
15522.3	-46.05
15536.0	-45.52
15548.9	-46.27
15562.1	-46.95
15575.3	-46.75
15588.8	-46.71
15602.8	-46.9
15617.5	-47.13
15632.2	-47.02
15646.9	-46.36
15661.7	-47.42
15675.9	-45.93
15689.6	-46.51
15703.4	-46.61
15717.6	-47.24
15732.2	-46.74
15746.9	-46.74
15761.3	-46.76
15775.3	-46.69
15789.4	-46.25
15803.3	-46.16
15816.9	-47.16
15830.2	-46.11
15843.0	-46.47
15856.3	-46.74
15869.6	-47.93
15882.3	-46.58
15894.4	-45.98
15907.4	-46.46
15920.8	-46.64
15934.5	-47.1
15948.2	-46.14
15962.2	-45.74
15976.4	-46.75
15991.1	-45.75
16005.9	-46.54
16020.7	-47.88
16035.9	-47.63
16051.4	-48.2
16067.3	-48.38
16083.3	-47.02
16098.4	-46.95
16112.8	-46.86
16127.1	-47.1
16142.4	-47.32
16159.6	-47.88
16176.2	-47.97
16192.2	-47.23
16208.9	-47.39
16227.4	-47.65
16244.6	-48.51
16260.5	-48.1
16276.4	-47.69
16292.4	-48.52
16308.3	-47.89
16324.3	-48.04
16340.3	-47.29
16356.1	-47.39
16373.1	-47.52
16390.6	-48.13
16408.2	-48.28
16424.6	-47.2
16441.3	-48.94
16458.5	-47.38
16476.6	-48.46
16493.7	-48.39
16509.7	-46.83
16525.7	-45.81
16542.4	-47.22
16559.6	-47.69
16576.9	-47.88
16594.9	-48.51
16613.7	-49.47
16632.5	-47.11
16650.1	-48.07
16667.5	-49.36
16685.7	-48.5
16703.3	-48.43
16720.3	-47.49
16737.3	-48.26
16754.9	-48.47
16772.9	-49.1
16790.9	-47.99
16808.0	-48.55
16824.9	-47.18
16842.1	-48.17
16859.7	-49.22
16877.2	-47.71
16893.9	-48.33
16910.4	-49.22
16927.0	-48.58
16943.5	-47.55
16959.9	-49.09
16977.0	-49.74
16994.1	-49.02
17010.8	-48.18
17027.0	-49.02
17043.2	-49.17
17059.6	-49.3
17075.8	-48.66
17091.9	-48.97
17109.5	-48.7
17126.7	-49.03
17143.8	-49.17
17160.4	-48.44
17176.5	-48.09
17192.5	-48.58
17208.8	-48.22
17225.4	-49.17
17242.0	-48.66
17258.3	-48.22
17274.3	-48.97
17290.3	-47.89
17306.9	-49.71
17324.2	-48.36
17341.5	-49
17358.9	-49.4
17376.4	-48.84
17393.9	-49.07
17411.3	-48.63
17428.5	-48.63
17445.8	-49.33
17462.9	-49.06
17479.9	-48.85
17496.9	-48.68
17513.7	-49.37
17530.2	-48.19
17546.7	-48.33
17563.8	-48.7
17581.4	-49.09
17599.0	-49.72
17617.5	-49.56
17636.8	-50.22
17656.0	-49.93
17675.2	-50.48
17694.4	-48.87
17713.5	-50.26
17732.6	-49.7
17751.6	-50.06
17770.7	-49.58
17789.6	-49.41
17808.3	-49.63
17827.1	-49.93
17846.3	-49.45
17866.0	-50.92
17885.7	-49.78
17904.9	-49.31
17923.7	-50.06
17942.6	-49.54
17961.3	-49.39
17980.1	-49.11
17998.8	-50.23
18017.9	-50.16
18037.3	-49.45
18056.8	-49.86
18076.7	-49.84
18097.1	-50.22
18117.6	-50.55
18137.9	-50.26
18158.0	-49.8
18178.1	-50.01
18198.2	-49.95
18218.1	-50.08
18238.0	-49.58
18257.5	-50.17
18278.1	-49.57
18299.3	-48.7
18320.1	-49.17
18340.4	-49.48
18360.7	-48.52
18381.3	-48.78
18402.2	-49.72
18423.1	-49.22
18444.2	-50.14
18464.9	-49.02
18484.0	-49.14
18503.0	-49.36
18522.6	-49.17
18543.7	-49.45
18565.8	-50.28
18588.9	-49.58
18608.1	-50.25
18627.7	-50.16
18647.7	-51.25
18669.7	-49.82
18690.4	-50.21
18710.8	-49.57
18731.2	-50.83
18752.0	-50.45
18773.0	-50.77
18794.0	-50.04
18815.5	-50.11
18837.8	-49.68
18859.6	-50.27
18881.0	-50.36
18901.8	-49.98
18922.8	-48.62
18944.8	-50.39
18967.9	-51.02
18990.9	-49.78
19013.3	-50.28
19033.2	-51.02
19058.2	-49.61
19082.6	-50.07
19105.3	-49.16
19128.0	-48.25
19152.2	-50.04
19177.8	-50.07
19203.3	-50.25
19228.2	-49.4
19252.4	-49.79
19276.5	-49.79
19300.4	-49.43
19324.1	-49.95
19347.6	-49.09
19370.2	-50.12
19393.3	-49.71
19416.4	-49.68
19439.4	-48.95
19462.5	-49.82
19485.7	-50.82
19508.2	-48.52
19529.7	-49.34
19552.2	-48.66
19576.1	-50.47
19601.8	-50.17
19627.5	-49.64
19652.7	-49.33
19677.3	-49.87
19701.9	-50.07
19727.4	-50.07
19753.7	-51.58
19780.1	-49.41
19805.0	-49.54
19828.5	-49.75
19851.9	-48.89
19875.7	-49.25
19899.8	-50.18
19924.0	-49.46
19949.1	-49.34
19974.5	-51.29
20000.0	-50.71
20024.6	-49.83
20048.4	-50
20072.2	-49.88
20095.4	-49.46
20118.9	-50.23
20142.3	-48.74
20167.7	-50.17
20192.5	-49.38
20216.9	-50.68
20239.9	-49.47
20262.9	-50.9
20286.8	-49.99
20311.6	-49.86
20336.1	-49.46
20362.1	-50.18
20388.2	-49.51
20412.2	-49.74
20436.0	-50.2
20460.8	-49.49
20486.1	-49.47
20511.5	-50.55
20536.6	-49.37
20562.3	-49.97
20587.6	-49.74
20610.6	-49.47
20632.6	-49.23
20654.7	-48.36
20678.1	-50.04
20703.0	-49.72
20727.2	-50.38
20750.8	-50.05
20774.2	-50.15
20797.5	-49.45
20820.6	-51.74
20843.1	-50.99
20865.8	-49.66
20888.7	-50.15
20913.9	-50.08
20937.9	-49.48
20961.5	-49.22
20985.6	-50.71
21009.9	-49.95
21034.9	-50.62
21060.8	-50.66
21086.7	-50.84
21112.5	-50.66
21138.1	-50.48
21163.8	-50.77
21188.1	-49.71
21211.3	-50.01
21234.4	-49.7
21257.4	-48.89
21280.7	-50.44
21304.4	-49.76
21328.6	-50.66
21354.1	-50.26
21379.6	-49.07
21404.5	-50.71
21428.7	-48.93
21452.4	-49.06
21475.8	-50.15
21499.2	-49.99
21522.6	-49.83
21546.4	-50.52
21570.6	-49.94
21594.2	-50.44
21618.2	-50.82
21642.9	-50.51
21667.6	-51.11
21691.0	-50.13
21713.4	-50.05
21736.5	-50.29
21759.4	-49.95
21781.8	-49.58
21804.2	-49.68
21828.2	-50.96
21851.1	-50.79
21875.4	-50.99
21899.9	-49.57
21923.1	-51.21
21946.1	-49.98
21968.7	-51.19
21991.1	-48.99
22013.6	-50.42
22036.4	-50.94
22059.7	-50.13
22083.0	-50.44
22106.3	-50.09
22129.5	-50.62
22153.2	-50.71
22177.3	-50.24
22200.2	-50.81
22222.9	-50.26
22245.9	-49.84
22268.1	-50.67
22290.4	-49.83
22312.7	-50.22
22335.1	-50.25
22357.4	-49.96
22379.8	-49.65
22402.5	-50.13
22426.0	-50.47
22449.2	-50.99
22471.9	-49.71
22494.3	-50.77
22516.9	-50.28
22539.6	-50.39
22560.9	-50.72
22582.4	-51.09
22606.4	-50.44
22630.6	-50.28
22653.2	-51.17
22675.6	-50.48
22698.0	-49.66
22719.8	-49.21
22741.1	-50.36
22762.4	-50.42
22782.9	-50.52
22803.7	-49.71
22824.5	-50.73
22845.7	-50.86
22867.3	-50.56
22889.2	-50.36
22910.7	-50.5
22931.1	-50.11
22950.7	-49.38
22970.6	-49.83
22990.8	-50.48
23010.9	-50.37
23031.0	-50.23
23051.0	-49.28
23071.7	-50.75
23093.0	-51.01
23114.8	-49.9
23136.8	-50.55
23157.9	-50.18
23178.0	-49.91
23198.1	-49
23219.5	-50.88
23241.5	-50.25
23263.6	-49.32
23285.0	-49.88
23305.7	-48.95
23326.4	-49.97
23347.1	-49.86
23367.5	-49.02
23387.5	-49.87
23408.2	-48.95
23427.5	-49.26
23447.6	-49.71
23467.7	-49.02
23488.0	-50.07
23508.4	-49.19
23529.2	-50.25
23549.4	-49.67
23567.3	-49.26
23586.3	-49.64
23606.5	-49.91
23626.8	-49.87
23646.0	-48.69
23664.3	-49.64
23682.6	-48.58
23701.3	-50.35
23720.5	-48.88
23739.7	-48.99
23759.4	-50.73
23779.5	-49.22
23799.3	-49.63
23818.8	-49.09
23838.0	-49.78
23857.1	-50.06
23876.2	-49.56
23895.1	-50
23914.0	-48.98
23933.8	-49.73
23954.2	-49.53
23974.7	-51.2
23994.7	-50.08
24014.3	-49.96
24033.8	-50.85
24053.3	-49.91
24073.8	-50.04
24096.5	-50.73
24118.3	-50.76
24138.8	-50.01
24159.3	-49.56
24180.9	-50.63
24203.7	-51.08
24226.5	-51.24
24248.6	-50.84
24270.0	-50.43
24291.9	-50.19
24314.3	-50.76
24337.0	-51.16
24359.0	-50.42
24381.1	-50.89
24403.4	-51.4
24425.7	-50.42
24447.5	-50.5
24469.3	-50.73
24491.6	-49.74
24514.4	-50.67
24536.9	-50.58
24556.9	-50.45
24578.8	-50.81
24600.2	-50.89
24621.5	-51.17
24644.1	-51.11
24667.1	-50.73
24690.0	-50.56
24712.4	-49.88
24734.2	-51.01
24756.0	-50.22
24778.3	-49.6
24800.3	-50.81
24821.8	-51.82
24843.5	-51
24865.1	-50.43
24887.0	-51.38
24908.4	-50.24
24929.4	-51.36
24950.4	-51.08
24971.1	-51.06
24993.2	-49.8
25015.3	-49.67
25038.6	-50.71
25059.5	-51
25081.9	-50.61
25103.5	-51.33
25124.4	-50.79
25145.6	-51.56
25167.9	-50.28
25192.2	-50.8
25211.9	-50.37
25232.0	-50.16
25252.8	-49.27
25273.6	-50.61
25295.3	-50.17
25317.9	-50.52
25339.7	-51.46
25360.5	-50.37
25380.6	-50.49
25401.5	-49.94
25424.0	-50.98
25445.2	-50.24
25465.2	-49.92
25485.6	-50.48
25506.3	-50.98
25527.0	-50.52
25548.4	-50.86
25570.4	-52.22
25592.5	-50.59
25613.4	-50.25
25633.4	-49.96
25653.8	-50.59
25674.4	-50.35
25695.5	-51.13
25716.6	-50.15
25738.7	-51.3
25761.4	-50.78
25781.3	-50.79
25802.4	-50.16
25825.1	-51.11
25847.8	-50.86
25870.3	-50.29
25892.7	-50.2
25913.0	-51.27
25932.9	-50.41
25951.8	-50.95
25974.9	-51.22
25998.0	-50.73
26020.6	-50.36
26042.7	-51.1
26064.1	-50.93
26086.2	-49.91
26105.3	-50.84
26128.9	-50.73
26155.2	-52.04
26179.1	-50.75
26200.3	-49.95
26220.1	-49.82
26240.4	-50.38
26262.1	-50.3
26283.8	-50.55
26306.8	-50.94
26331.0	-50.97
26354.7	-51.44
26373.7	-49.88
26395.6	-49.67
26416.6	-50.54
26437.6	-49.86
26458.3	-49.71
26478.6	-49.52
26498.9	-49.91
26522.6	-50.08
26547.9	-50.64
26571.4	-51.26
26594.4	-50.46
26617.2	-50.27
26639.6	-51.02
26661.3	-50.32
26682.4	-49.15
26703.6	-50.97
26725.6	-50.49
26748.4	-51.34
26771.2	-50.31
26796.6	-51.09
26820.5	-50.01
26843.8	-50.99
26866.9	-50.44
26889.7	-50.44
26912.5	-50.69
26935.8	-52.84
26959.4	-49.89
26983.1	-50.11
27008.5	-50.93
27034.3	-50.46
27060.8	-52.05
27087.1	-51.6
27113.8	-50.33
27139.0	-49.69
27163.6	-51.03
27190.1	-50.57
27216.6	-52.02
27241.7	-51.07
27266.0	-49.86
27290.2	-49.83
27315.4	-50.74
27340.1	-50.57
27364.7	-51.16
27389.0	-50.75
27413.0	-50.37
27436.9	-50.29
27460.8	-50.65
27484.6	-50.03
27508.8	-50.09
27532.4	-50.16
27553.2	-50.73
27578.8	-50.61
27603.7	-49.4
27627.9	-51.26
27652.1	-49.18
27675.9	-48.92
27699.4	-49.53
27723.0	-50.04
27747.0	-49.08
27771.3	-49.61
27795.6	-49.7
27820.0	-49.41
27844.7	-49.69
27869.4	-49.51
27891.2	-49.51
27914.2	-49.65
27939.4	-49.27
27963.9	-49.54
27987.5	-48.49
28011.1	-48.49
28035.4	-49.22
28060.2	-49.77
28085.1	-48.4
28110.7	-50.18
28136.8	-48.97
28163.0	-49.18
28187.4	-49.86
28211.9	-49.22
28234.9	-49.41
28260.1	-49.17
28285.5	-49.52
28310.9	-49.75
28335.7	-48.27
28360.8	-48.82
28386.0	-50.03
28412.2	-49.36
28441.0	-49.75
28470.2	-49.73
28498.6	-49.95
28526.4	-48.86
28554.2	-50.29
28582.9	-50.47
28612.6	-50.46
28641.7	-49.45
28668.5	-49.74
28694.5	-49
28720.4	-49.66
28747.1	-50.37
28774.5	-49.51
28804.0	-49.54
28833.2	-48.5
28860.7	-48.43
28888.2	-48.78
28916.7	-48.96
28947.9	-48.76
28974.9	-48.94
29001.5	-48.4
29027.1	-48.24
29053.8	-47.75
29082.9	-47.59
29112.1	-49.46
29136.8	-48.04
29162.9	-49.13
29190.5	-48.77
29218.1	-49.55
29244.9	-48.61
29271.0	-47.76
29297.0	-49.36
29323.7	-48.08
29350.2	-49.03
29376.7	-48.09
29401.6	-48.18
29425.4	-47.85
29449.3	-47.18
29473.4	-47.93
29497.8	-48.05
29522.1	-47.66
29547.5	-48.96
29573.8	-48.56
29600.2	-48.01
29626.0	-49.01
29651.1	-47.67
29675.6	-47.65
29698.3	-48.58
29724.6	-48.75
29753.7	-49.19
29781.4	-47.53
29807.9	-48.06
29834.3	-48.39
29860.9	-48.82
29887.8	-46.91
29914.7	-48.75
29941.5	-48.93
29968.1	-47.82
29994.0	-47.51
30019.8	-47.77
30045.4	-48.51
30071.1	-47.65
30097.3	-48.05
30124.2	-48.46
30151.0	-48.56
30179.4	-48.67
30209.2	-49.06
30238.2	-50.07
30267.0	-49.11
30295.5	-49.29
30324.1	-48.99
30353.5	-49.64
30383.8	-49.5
30414.0	-49.68
30444.0	-49.5
30471.9	-49.56
30498.0	-49.21
30524.2	-49.77
30550.5	-48.68
30577.0	-50.11
30605.2	-49.59
30633.4	-49.33
30661.6	-49.52
30688.6	-48.54
30714.0	-47.58
30739.4	-49.13
30765.3	-48.76
30791.8	-48.37
30818.3	-49.21
30845.6	-49.52
30873.3	-49.18
30901.6	-48.27
30930.3	-49.61
30959.5	-48.92
30988.7	-49.28
31017.8	-49.32
31046.6	-48.53
31075.5	-49.83
31102.9	-49.34
31128.0	-49.2
31153.1	-49.76
31178.1	-49.17
31202.8	-48.85
31227.6	-50.02
31253.2	-49.99
31279.6	-49.94
31306.0	-49.75
31332.9	-49.2
31361.7	-50.62
31391.5	-48.93
31420.7	-48.91
31450.1	-49.89
31480.6	-50.49
31515.9	-50.74
31547.8	-48.88
31579.2	-50.05
31614.0	-49.78
31647.7	-49.02
31681.4	-49.31
31720.7	-49.83
31758.7	-49.41
31793.2	-49.8
31828.1	-49.88
31863.8	-50.55
31901.8	-49.33
31940.0	-49.45
31979.2	-49.85
32018.3	-49.18
32058.1	-50.35
32098.7	-49.54
32139.2	-49.61
32177.3	-49
32213.2	-49.33
32249.9	-47.97
32286.9	-48.91
32324.0	-49.22
32361.1	-48.38
32400.4	-50.66
32441.9	-50.15
32480.0	-48.57
32516.1	-49.17
32552.4	-47.32
32585.6	-48.56
32619.9	-48.78
32655.4	-48.65
32690.6	-49.25
32722.7	-47.31
32753.0	-48.86
32783.3	-49.21
32810.5	-48.41
32836.7	-49.19
32862.8	-48.48
32889.0	-48.83
32915.2	-48.73
32941.4	-48.48
32967.3	-47.87
32992.8	-49.32
33018.4	-48.26
33045.1	-48.98
33073.0	-49.42
33100.8	-49.18
33131.3	-49.19
33162.8	-49.84
33194.4	-49.18
33226.0	-49.9
33257.6	-49.35
33287.4	-49.11
33312.2	-48.91
33336.3	-48.97
33363.3	-49.69
33389.4	-49.65
33414.6	-49.65
33439.8	-50.29
33464.6	-48.56
33489.3	-49.5
33514.9	-48.88
33541.8	-48.8
33569.1	-49.13
33596.4	-48.95
33628.2	-48.45
33660.0	-48.81
33688.7	-49.12
33716.7	-48.78
33744.5	-48.74
33772.4	-48.68
33801.1	-49.81
33830.6	-48.42
33861.0	-49.45
33888.0	-48.53
33919.6	-48.55
33951.2	-49.7
33982.6	-49.28
34014.0	-49.2
34045.1	-48.06
34074.7	-48.99
34104.6	-48.48
34134.6	-49.42
34164.0	-48.21
34193.0	-48.26
34222.6	-48.9
34252.9	-48.55
34284.0	-49.11
34315.1	-48.81
34348.8	-49.49
34385.0	-49.95
34421.2	-50.76
34457.0	-49.44
34488.3	-49.86
34520.8	-49.15
34549.7	-49.23
34583.0	-49.38
34613.2	-49.71
34644.1	-49.54
34675.6	-50.21
34706.8	-49.51
34735.3	-48.6
34765.6	-48.47
34793.6	-49.68
34823.3	-48.96
34851.9	-50
34879.7	-49.18
34908.8	-50.44
34940.3	-50.04
34966.1	-49.75
34996.8	-49.58
35025.9	-49.47
35054.0	-49.84
35081.0	-49.48
35109.2	-49.14
35138.3	-49.18
35166.4	-47.72
35193.5	-49.76
35220.6	-48.6
35247.2	-49.31
35273.7	-49.4
35300.2	-49.62
35328.2	-48.2
35354.2	-49.07
35380.4	-47.1
35407.9	-49.43
35436.2	-48.41
35463.1	-48.96
35489.8	-48.39
35516.2	-48.44
35542.9	-49.53
35569.9	-49.01
35597.2	-49.05
35624.5	-48.86
35651.3	-49.04
35677.6	-48.27
35704.0	-48.77
35730.8	-48.33
35757.1	-48.1
35778.5	-48.85
35803.0	-47.41
35828.2	-48.49
35853.4	-47.63
35879.5	-48.03
35904.2	-48.69
35928.6	-48.58
35952.7	-48.39
35976.8	-48.34
36003.0	-48.28
36030.4	-48.25
36054.5	-48.16
36079.2	-47.85
36103.7	-48.48
36127.9	-48.3
36152.0	-48.44
36176.7	-48.86
36202.0	-49.01
36226.2	-48.74
36250.3	-49.68
36274.3	-48.33
36298.3	-48.61
36322.4	-48.66
36346.7	-48.98
36371.0	-49.5
36395.3	-48.95
36418.8	-48.96
36442.2	-49.46
36466.1	-48.62
36489.8	-48.77
36513.2	-48.27
36537.8	-48.91
36563.7	-49.55
36589.2	-50.05
36613.3	-48.82
36636.0	-48.01
36658.7	-49.07
36683.1	-50.34
36709.1	-49.6
36735.0	-49.57
36759.8	-48.64
36785.4	-48.83
36812.9	-49.66
36839.3	-50.07
36867.1	-50.46
36895.1	-49.38
36922.9	-49.73
36950.5	-49.81
36978.1	-50.05
37005.1	-49.54
37031.6	-49.92
37058.1	-49.29
37084.6	-49.79
37111.2	-50.2
37137.8	-49.02
37163.8	-48.96
37189.3	-49.11
37214.7	-49.93
37241.6	-48.86
37269.1	-49.55
37296.6	-49.37
37323.3	-48.3
37349.2	-49.13
37376.5	-49.03
37404.2	-49.15
37432.1	-49.17
37460.0	-49.99
37487.7	-49.62
37513.8	-48.53
37537.2	-49.07
37563.9	-48.98
37591.8	-48.84
37618.7	-48.73
37645.4	-48.33
37671.8	-48.85
37698.2	-48.9
37724.9	-48.57
37751.7	-48.82
37778.6	-49.25
37806.1	-48.93
37834.1	-49.49
37862.2	-49.39
37888.7	-48.05
37916.2	-48.28
37944.4	-48.83
37972.7	-48.43
38001.4	-48.31
38028.3	-49.03
38054.9	-47.65
38082.2	-48.3
38108.0	-47.51
38133.6	-48.12
38158.9	-47.65
38185.2	-47.34
38210.0	-47.14
38234.8	-47.37
38260.6	-49.39
38287.0	-48.25
38313.8	-48.63
38340.2	-48.29
38365.9	-47.5
38390.3	-47.56
38414.7	-47.51
38439.8	-47.82
38464.8	-48.12
38488.7	-48.18
38513.7	-48.24
38538.6	-47
38563.5	-48.74
38586.0	-47.54
38608.6	-48.55
38631.6	-48.36
38654.6	-47.6
38677.9	-47.58
38701.3	-46.97
38723.6	-47.24
38742.8	-47.46
38764.3	-48.51
38787.0	-48.32
38809.3	-46.81
38831.7	-47.28
38853.8	-47.63
38876.0	-47.6
38898.3	-47.56
38921.0	-47.78
38943.4	-48.03
38964.8	-48.1
38985.7	-47.27
39006.2	-47.36
39027.4	-48.21
39049.0	-47.7
39070.6	-47.77
39090.8	-47.28
39111.1	-48.21
39131.5	-47.23
39151.5	-47.38
39172.1	-47.57
39193.0	-47.67
39213.9	-47.25
39235.0	-47.41
39256.2	-48.86
39277.4	-46.66
39298.1	-47.4
39318.2	-47.04
39338.4	-46.93
39358.2	-46.93
39377.4	-47.34
39396.6	-47.36
39416.3	-48.06
39436.6	-46.91
39456.8	-47.95
39477.9	-48.51
39500.0	-48.51
39522.1	-48.19
39543.7	-48.24
39564.6	-47.38
39585.5	-48.12
39608.4	-47.66
39634.5	-49.19
39660.3	-48.94
39685.6	-47.57
39707.7	-48.67
39728.6	-48.55
39750.5	-49.25
39773.6	-50.15
39798.1	-47.94
39822.5	-48.82
39846.5	-48.79
39870.4	-48.55
39895.9	-49.19
39922.8	-49.87
39949.7	-49.88
39976.2	-49.55
40002.2	-49.41
40028.8	-49.53
40056.5	-49.5
40084.4	-50.3
40112.2	-48.87
40139.7	-49.37
40168.4	-48.55
40199.5	-49.89
40230.9	-49.86
40261.5	-48.44
40290.5	-49.7
40319.4	-49.25
40348.6	-49.03
40378.6	-49.29
40409.6	-49.1
40438.9	-49.18
40468.5	-48.34
40498.8	-49.3
40529.7	-48.69
40558.8	-49.38
40587.0	-48.75
40613.4	-49.39
40639.7	-48.86
40666.2	-49.06
40692.8	-48.86
40719.5	-49.16
40746.5	-49.35
40773.9	-49.63
40801.3	-48.62
40828.8	-49.14
40856.5	-49.04
40884.2	-49.48
40912.0	-49.03
40939.8	-48.63
40967.7	-49.93
40996.5	-49.85
41026.4	-49
41055.7	-50.32
41084.3	-48.94
41113.1	-49.87
41142.3	-49.52
41172.5	-50.26
41203.6	-49.71
41234.7	-49.74
41264.9	-49.1
41294.2	-50.14
41321.6	-48.85
41348.0	-49.21
41373.3	-48.48
41398.7	-48.31
41424.3	-49.03
41449.7	-48.04
41475.1	-49.67
41500.9	-49.12
41527.6	-48.92
41554.5	-49.37
41580.7	-48.84
41606.3	-49.08
41632.0	-48.23
41657.3	-47.73
41682.4	-48.65
41707.4	-49.05
41733.4	-49.45
41760.3	-48.87
41787.2	-48.77
41812.8	-48.07
41837.1	-48.57
41861.4	-47.6
41886.4	-48.71
41912.0	-48.43
41937.7	-48.35
41964.8	-49.12
41993.4	-49.36
42022.1	-49.59
42050.6	-48.7
42076.4	-48.8
42102.2	-49.37
42128.1	-49.09
42154.3	-48.73
42182.6	-49.28
42209.7	-49.35
42235.9	-48.81
42263.6	-48.94
42291.2	-50.24
42319.2	-49.65
42347.2	-49.97
42374.9	-49.2
42402.0	-49.41
42434.4	-50.35
42462.3	-48.32
42492.6	-48.9
42523.0	-49.07
42554.7	-49.41
42584.6	-49.42
42614.0	-49.55
42643.1	-49.68
42672.0	-49.19
42701.4	-48.92
42731.4	-49.02
42762.0	-48.26
42793.9	-49.38
42821.7	-49.28
42849.5	-48.5
42878.4	-49.08
42908.0	-49.41
42939.0	-49.22
42971.3	-49.13
42998.1	-48.79
43025.3	-48.85
43055.2	-49.94
43084.7	-49.24
43115.2	-48.94
43145.6	-48.22
43176.3	-48.76
43207.2	-48.65
43238.1	-49.16
43268.5	-48.59
43298.4	-47.77
43329.4	-48.86
43361.0	-47.9
43392.5	-48.36
43422.2	-48.58
43452.3	-47.99
43482.7	-48.47
43513.4	-48.89
43543.0	-49.11
43572.2	-48.32
43601.8	-48.35
43633.1	-48.68
43662.2	-48.78
43689.8	-47.95
43717.8	-48.8
43745.8	-48.58
43773.4	-48.54
43801.0	-48.46
43828.7	-48.77
43856.9	-47.37
43886.8	-48.36
43916.8	-47.76
43946.9	-47.82
43977.0	-48.29
44007.2	-47.86
44037.4	-47.89
44067.6	-48.35
